address,phone,email,website
1220 Wien--Donau-City-Straße 7,Yes,Yes,No
9020 Klagenfurt--St. Veiter Ring 35/DG,Yes,Yes,Yes
9900 Lienz--Johannesplatz 1,Yes,Yes,No
8043 Graz--Mariatrosterstraße 87a,Yes,Yes,Yes
2460 Bruck/Leitha--Lagerstraße 5/1/20,Yes,Yes,Yes
1010 Wien--Seilergasse 16,Yes,Yes,Yes
2700 Wiener Neustadt--Herzog Leopold Straße 26,Yes,Yes,No
1030 Wien--Am Heumarkt 9/I/11,Yes,Yes,No
9300 St. Veit/Glan--Schillerplatz 2/I,Yes,Yes,No
4400 Steyr--Stelzhamerstraße 9,Yes,Yes,No
4600 Wels--Alois-Auer-Straße 9,Yes,Yes,No
6370 Kitzbühel--Achenweg 16,Yes,Yes,Yes
1010 Wien--Schottenring 12,Yes,Yes,Yes
1010 Wien--Rotenturmstraße 17/15,Yes,Yes,Yes
1030 Wien--Landstraßer Hauptstraße 1/2,Yes,Yes,Yes
4600 Wels--Maria-Theresia-Straße 9/2.OG,Yes,Yes,No
1010 Wien--Kärntner Ring 12,Yes,Yes,Yes
1010 Wien--Kärntner Ring 12,Yes,Yes,Yes
1010 Wien--Kärntner Ring 12,Yes,Yes,Yes
6020 Innsbruck--Schöpfstraße 6a,Yes,Yes,No
1020 Wien--Nestroyplatz 1/Stg 1/Top 18,Yes,Yes,No
5101 Bergheim--Mattseer Landesstraße 8,Yes,Yes,No
1010 Wien--Annagasse 5/3/15,Yes,Yes,Yes
9201 Krumpendorf--Koschatweg 19/8,Yes,Yes,No
9201 Krumpendorf--Koschatweg 19/8,Yes,Yes,No
1010 Wien--Tuchlauben 13/Eingang Kleeblattg. 4,Yes,Yes,No
1010 Wien--Julius-Raab-Platz 4,Yes,Yes,Yes
1010 Wien--Spiegelgasse 10/6,Yes,Yes,Yes
3040 Neulengbach--Wiener Straße 9/8,Yes,Yes,No
2700 Wiener Neustadt--Wiener Straße 6/2,Yes,Yes,No
1060 Wien--Mariahilfer Straße 1B,Yes,Yes,Yes
1010 Wien--Schubertring 8,Yes,Yes,Yes
1010 Wien--Julius-Raab-Platz 4,Yes,Yes,Yes
6850 Dornbirn--Marktstraße 8,Yes,Yes,Yes
6850 Dornbirn--Marktstrasse 8,Yes,Yes,Yes
4020 Linz--Landstraße 47,Yes,Yes,No
1010 Wien--Wipplingerstraße 34,Yes,Yes,No
7000 Eisenstadt--Blumengasse 5,Yes,Yes,Yes
5020 Salzburg--Plainstraße 23,Yes,Yes,No
4020 Linz--Böhmerwaldstraße 14,Yes,Yes,No
6323 Bad Häring--Dorfpassage 1,Yes,Yes,Yes
6020 Innsbruck--Maria-Theresien-Straße 5/II,Yes,Yes,No
1030 Wien--Ditscheinergasse 4 top 3,Yes,Yes,No
5020 Salzburg--Alpenstraße 54,Yes,Yes,No
3910 Zwettl--Schulgasse 18,Yes,Yes,Yes
2700 Wiener Neustadt--Hauptplatz 21,Yes,Yes,Yes
2700 Wiener Neustadt--Hauptplatz 21,Yes,Yes,Yes
6020 Innsbruck--Salurner Straße 16,Yes,Yes,Yes
5020 Salzburg--Markus-Sittikus-Straße 5,Yes,Yes,Yes
"1010 Wien--Franz-Josefs-Kai 47, 6. Stock",Yes,Yes,No
5020 Salzburg--Neutorstraße 21,Yes,Yes,No
4020 Linz--Hopfengasse 23,Yes,Yes,No
4020 Linz--Johann-Konrad-Vogel-Straße 7-9/1,Yes,Yes,No
1010 Wien--Zelinkagasse 6/6,Yes,Yes,Yes
1010 Wien--Biberstraße 15,Yes,Yes,No
6020 Innsbruck--Schmerlingstraße 4,Yes,Yes,No
4600 Wels--Ringstraße 13,Yes,Yes,Yes
1230 Wien--Breitenfurterstraße 514A,Yes,Yes,Yes
1010 Wien--Elisabethstraße 22,Yes,Yes,Yes
6020 Innsbruck--Templstraße 32/II,Yes,Yes,Yes
1010 Wien--Gauermanngasse 2-4,Yes,Yes,Yes
1010 Wien--An der Hülben 1/top 15,Yes,Yes,No
4020 Linz--Lederergasse 18,Yes,Yes,No
6072 Lans--Scheibeweg 127,Yes,Yes,No
6800 Feldkirch--Mühletorplatz 1,Yes,Yes,Yes
1010 Wien--Wollzeile 3/Lugeck 6,Yes,Yes,No
1040 Wien--Rechte Wienzeile 31/7,Yes,Yes,Yes
1010 Wien--Tuchlauben 8/6.OG,Yes,Yes,Yes
6020 Innsbruck--Musemstraße 28 / 4. Stock,Yes,Yes,No
1030 Wien--Esteplatz 6/Top 6,Yes,Yes,Yes
9020 Klagenfurt--Koschatstraße 34/I,Yes,Yes,Yes
1010 Wien--Wächtergasse 1,Yes,Yes,Yes
1010 Wien--Himmelpfortgasse 20/2,Yes,Yes,No
8010 Graz--Münzgrabenstraße 92a,Yes,Yes,No
8010 Graz--Münzgrabenstraße 92a,Yes,Yes,No
3580 Horn--Pfarrgasse 5,Yes,Yes,No
1010 Wien--Bauernmarkt 10/18,Yes,Yes,Yes
6850 Dornbirn--Marktstraße 18 a/3,Yes,Yes,Yes
6850 Dornbirn--Goethestraße 5,Yes,Yes,Yes
1010 Wien--Freyung 6/Stg. 13/7,Yes,Yes,Yes
6020 Innsbruck--Museumstraße 29,Yes,Yes,Yes
6020 Innsbruck--Kaiserjägerstraße 1-Top 9,Yes,Yes,Yes
6020 Innsbruck--Anichstraße 5a,Yes,Yes,Yes
2700 Wiener Neustadt--Pöckgasse 8/1,Yes,Yes,Yes
"4020 Linz--Am Schillerpark, Rainerstraße 6-8",Yes,Yes,No
2500 Baden--Hauptplatz 9-13,Yes,Yes,No
2500 Baden--Hauptplatz 9-13,Yes,Yes,No
6300 Wörgl--Bahnhofstraße 38/I,Yes,Yes,Yes
1090 Wien--Währinger Straße 2-4,Yes,Yes,No
8580 Köflach--Judenburger Straße 24,Yes,Yes,No
1010 Wien--Volksgartenstraße 3/2. OG,Yes,Yes,Yes
6020 Innsbruck--Kapuzinergasse 8/4,Yes,Yes,No
6850 Dornbirn--Riedgasse 20/3,Yes,Yes,Yes
1090 Wien--Liechtensteinstr. 22-22A/Stg 2/Tür 14,Yes,Yes,Yes
1010 Wien--Falkestraße 1/4B+4C,Yes,Yes,Yes
1030 Wien--Esteplatz 4/Top 9,Yes,Yes,Yes
1030 Wien--Ditscheinergasse 3/10,Yes,Yes,Yes
3500 Krems--Gartenaugasse 3,Yes,Yes,No
1090 Wien--Berggasse 7/5,Yes,Yes,Yes
1090 Wien--Garnisongasse 4/8,Yes,Yes,Yes
9020 Klagenfurt--Renngasse 7/1,Yes,Yes,Yes
8010 Graz--Neutorgasse 51/III,Yes,Yes,No
1030 Wien--Landstraßer Hauptstraße 60/18,Yes,Yes,Yes
1100 Wien--Wienerbergstraße 11,Yes,Yes,No
1030 Wien--Salesianergasse 3/E1,Yes,Yes,Yes
2460 Bruck/Leitha--Schloßmühlgasse 14,Yes,Yes,Yes
1070 Wien--Lerchenfelderstraße 13,Yes,Yes,No
6330 Kufstein--Georg-Pirmoser-Straße 13,Yes,Yes,Yes
1010 Wien--Wiesingerstraße 3,Yes,Yes,No
6020 Innsbruck--Sillgasse 21/III,Yes,Yes,No
4020 Linz--Museumstraße 9,Yes,Yes,Yes
4040 Linz--Ottensheimerstraße 36,Yes,Yes,No
1010 Wien--Tuchlauben 18/9,Yes,Yes,Yes
1070 Wien--Stiftgasse 21/20,Yes,Yes,No
6330 Kufstein--Georg-Pirmoser-Straße 13,Yes,Yes,Yes
1010 Wien--Sterngasse 13,Yes,Yes,Yes
6700 Bludenz--Kasernplatz 5,Yes,Yes,Yes
1010 Wien--Reichsratsstraße 13/11,Yes,Yes,Yes
3500 Krems--Utzstraße 13,Yes,Yes,Yes
1030 Wien--Schwarzenbergplatz 7,Yes,Yes,Yes
6380 St. Johann/Tirol--Brauweg 1 - Klausnerpark,Yes,Yes,Yes
8970 Schladming--Martin-Luther-Straße 154,Yes,Yes,No
9220 Velden/Wörthersee--Karawankenplatz 1,No,Yes,Yes
8020 Graz--Metahofgasse 16,Yes,Yes,No
9020 Klagenfurt--Gabelsbergerstraße 5,Yes,Yes,No
6020 Innsbruck--Erlerstraße 4/3. Stock,Yes,Yes,Yes
6370 Kitzbühel--Achenweg 22,Yes,Yes,Yes
6800 Feldkirch--Mühletorplatz 1,Yes,Yes,Yes
5020 Salzburg--Erzabt-Klotz-Straße 21A,Yes,Yes,Yes
"1070 Wien--Seidengasse 39a, Tür 14",No,Yes,No
8010 Graz--Kalchberggasse 6/II/8,Yes,Yes,Yes
8010 Graz--Kalchberggasse 6/II/8,Yes,Yes,Yes
2500 Baden--Kaiser Franz Ring 13,Yes,Yes,Yes
"4020 Linz--Atrium City Center, Harrachstraße 6",Yes,Yes,No
"4020 Linz--Harrachstraße 6, Atrium City Center",Yes,Yes,Yes
8530 Deutschlandsberg--Raiffeisenstraße 3,Yes,Yes,Yes
3500 Krems--Gartenaugasse 1,Yes,No,Yes
1090 Wien--Porzellangasse 51,Yes,Yes,Yes
1010 Wien--Börsegasse 9/3,Yes,Yes,No
7000 Eisenstadt--Friedrich Wilhelm Raiffeisen-Straße 3,Yes,Yes,No
1010 Wien--Naglergasse 9/17,Yes,Yes,No
8010 Graz--Karmeliterplatz 4,Yes,Yes,No
8010 Graz--Prokopigasse 4,Yes,Yes,No
8010 Graz--Hauptplatz 3,Yes,Yes,Yes
8010 Graz--Hauptplatz 3/II,Yes,Yes,Yes
9020 Klagenfurt am Wörthersee--Fleischmarkt 9/4,Yes,Yes,Yes
1030 Wien--Metternichgasse 10/3,Yes,Yes,Yes
8010 Graz--Joanneumring 5/DG,Yes,Yes,Yes
4020 Linz--Herrenstraße 7/3,Yes,Yes,No
4020 Linz--Graben 21,Yes,Yes,No
1010 Wien--Herrengasse 1,Yes,Yes,Yes
4840 Vöcklabruck--Stadtplatz 32,Yes,Yes,Yes
1030 Wien--Hafengasse 16/4-5,Yes,Yes,Yes
2340 Mödling--Enzersdorferstraße 4,Yes,Yes,No
8010 Graz--Sporgasse 2,Yes,Yes,No
4300 St. Valentin--Werkstraße 11,Yes,Yes,Yes
1140 Wien--Hauptstraße 37,Yes,Yes,No
1130 Wien--Neue Welt-Gasse 5,Yes,Yes,Yes
1010 Wien--Wollzeile 17/16,Yes,Yes,No
8200 Gleisdorf--Ludersdorf 201/I,Yes,Yes,Yes
5452 Pfarrwerfen--Dorfwerfen 2,Yes,Yes,Yes
1070 Wien--Schottenfeldgasse 85/5,Yes,Yes,Yes
6020 Innsbruck--Maria-Theresien-Straße 17-19,Yes,Yes,No
1010 Wien--Postgasse 6/1,Yes,Yes,No
1080 Wien--Alserstraße 13/1/2/7,Yes,Yes,No
1010 Wien--Schubertring 6,Yes,Yes,Yes
5020 Salzburg--Alpenstraße 10,Yes,Yes,Yes
1010 Wien--Teinfaltstraße 8/5.01,Yes,Yes,Yes
8010 Graz--Schmiedgasse 29,Yes,Yes,Yes
7350 Oberpullendorf--Hauptplatz 9/2/13,Yes,Yes,Yes
6800 Feldkirch--Schloßgraben 16,Yes,Yes,Yes
5400 Hallein--Neualmerstraße 15,Yes,Yes,Yes
1010 Wien--Tuchlauben 7A/6,Yes,Yes,Yes
8010 Graz--Kaiser-Josef-Platz 5,Yes,Yes,Yes
1010 Wien--Operngasse 6/11,Yes,Yes,Yes
1010 Wien--Stallburggasse 4,Yes,Yes,Yes
1120 Wien--Arndtstraße 98 Top 1,Yes,Yes,No
4400 Steyr--Ramingsteg 1,Yes,Yes,Yes
4020 Linz--Böhmerwaldstraße 14,Yes,Yes,No
1010 Wien--Schulerstraße 20/7,Yes,Yes,Yes
1010 Wien--Gauermanngasse 2,Yes,Yes,Yes
1010 Wien--Zedlitzgasse 1/17,Yes,Yes,No
5020 Salzburg--Getreidegasse 50,Yes,Yes,No
1230 Wien--Dr. Neumann-Gasse 7,Yes,Yes,Yes
"4020 Linz--Palais Zollamt, Zollamtstraße 7",Yes,Yes,Yes
1040 Wien--Theresianumgasse 29,Yes,Yes,No
6410 Telfs--Untermarkt 4a,Yes,Yes,No
1090 Wien--Porzellangasse 22A/7,Yes,Yes,No
5541 Altenmarkt--Obere Marktstraße 58,Yes,Yes,Yes
"5020 Salzburg--Imbergstraße 6, 10G",Yes,Yes,No
2500 Baden--Hauptplatz 9-13,Yes,Yes,No
8952 Irdning--Aignerstraße 22,Yes,Yes,No
4690 Schwanenstadt--Stadtplatz 22,Yes,Yes,Yes
1010 Wien--Tuchlauben 17,Yes,Yes,Yes
1010 Wien--Rathausstraße 11,Yes,Yes,No
4040 Linz--Jahnstraße 10,Yes,Yes,No
"2460 Bruck/Leitha--Leithagürtel 2, 1.Stock",Yes,Yes,No
4600 Wels--Eisenhowerstraße 40,Yes,Yes,Yes
8010 Graz--Schmiedgasse 2,Yes,Yes,Yes
8045 Graz--Andritzer Reichsstraße 42,Yes,Yes,Yes
1010 Wien--Annagasse 3/12,Yes,Yes,Yes
4320 Perg--Technologiepark 17,Yes,Yes,Yes
1220 Wien--Brachelligasse 16,Yes,Yes,No
1010 Wien--Wollzeile 29,Yes,Yes,Yes
5760 Saalfelden--Mittergasse 9,Yes,Yes,Yes
1030 Wien--Reisnerstraße 29/7,Yes,Yes,No
1070 Wien--Döblergasse 2/38B,Yes,Yes,Yes
1010 Wien--Parkring 2/12,Yes,Yes,Yes
1010 Wien--Schottenring 19,Yes,Yes,Yes
1010 Wien--Wipplingerstraße 20/8-9,Yes,Yes,Yes
6800 Feldkirch--Drevesstraße 2,Yes,Yes,Yes
6700 Bludenz--Mutterstraße 1 a,Yes,Yes,No
1030 Wien--Erdberger Lände 6/27,Yes,Yes,No
4020 Linz--Landstraße 12/Arkade,Yes,Yes,No
1010 Wien--Tegetthoffstraße 7/3,Yes,Yes,No
5020 Salzburg--Wolf-Dietrich-Straße 19,Yes,Yes,No
6850 Dornbirn--Schulgasse 22,Yes,Yes,Yes
1030 Wien--Untere Viaduktgasse 6/14,Yes,Yes,Yes
1040 Wien--Gußhausstraße 6,Yes,Yes,No
2340 Mödling--Bahnhofsplatz 1a/Stg.I/Top 5,Yes,Yes,Yes
4020 Linz--Hauptplatz 30,Yes,Yes,Yes
1010 Wien--Schottenring 25,Yes,Yes,No
2340 Mödling--Enzersdorfer Straße 4,Yes,Yes,Yes
8010 Graz--Schmiedgasse 2,Yes,Yes,Yes
1010 Wien--Tuchlauben 13/12,Yes,Yes,No
4020 Linz--Hofgasse 9,Yes,Yes,Yes
8600 Bruck/Mur--Roseggerstraße 16-20,Yes,Yes,Yes
1040 Wien--Rilkeplatz 8,Yes,Yes,Yes
1090 Wien--Porzellangasse 33a/III/19,Yes,Yes,No
6900 Bregenz--Kirchstraße 4,Yes,Yes,Yes
5280 Braunau/Inn--Berggasse 3,Yes,Yes,No
1010 Wien--Schottenring 12,Yes,Yes,Yes
1010 Wien--Schottenring 12,Yes,Yes,Yes
1010 Wien--Walfischgasse 3/4,Yes,Yes,No
1010 Wien--Kärntner Straße 10,Yes,Yes,Yes
1010 Wien--Landesgerichtsstraße 6/6,Yes,Yes,Yes
1130 Wien--Hietzinger Hauptstraße 145/5,Yes,Yes,Yes
1010 Wien--Dominikanerbastei 21/22,Yes,Yes,Yes
1220 Wien--Donau-City-Straße 7,Yes,Yes,No
1010 Wien--Helferstorferstraße 4/12,Yes,Yes,No
4600 Wels--Edisonstraße 1/WDZ 8,Yes,Yes,No
2136 Laa/Thaya--Rathausgasse 4,Yes,Yes,Yes
1090 Wien--Rooseveltplatz 4-5/5,Yes,Yes,Yes
1010 Wien--Tuchlauben 11/18,Yes,Yes,Yes
4600 Wels--Schubertstraße 20,Yes,Yes,Yes
2100 Korneuburg--Schubertstraße 4/1,Yes,Yes,Yes
8077 Gössendorf--Hauptstraße 82,Yes,Yes,No
6263 Fügen--Franziskusweg 10,Yes,Yes,Yes
9500 Villach--Italienerstraße 13/5,Yes,Yes,No
1130 Wien--Biraghigasse 33,Yes,Yes,No
1220 Wien--Donau-City-Straße 11,Yes,Yes,Yes
8054 Seiersberg-Pirka--Haushamerstraße 2/4. OG,Yes,Yes,Yes
1010 Wien--Fleischmarkt 1/3. Stock,Yes,Yes,Yes
5081 Anif--Gutsverwaltung Anif/Schloss-Straße 1,Yes,Yes,Yes
4040 Linz--Gattermeyerweg 25,Yes,Yes,No
4600 Wels--Bauernstraße 9/WDZ 3,Yes,Yes,Yes
1100 Wien--Am Belvedere 11,Yes,Yes,Yes
8600 Bruck/Mur--Mittergasse 14,Yes,Yes,Yes
4690 Schwanenstadt--Gmundnerstraße 20,Yes,Yes,No
1010 Wien--Landesgerichtsstraße 12/4,Yes,Yes,No
1020 Wien--Trabrennstraße 2b,Yes,Yes,Yes
6500 Landeck--Malserstraße 19,Yes,Yes,No
"1030 Wien--Reisnerstraße 20, Top 4",Yes,Yes,Yes
3300 Amstetten--Hauptplatz Nr. 35/1,Yes,Yes,No
3300 Amstetten--Graben 42,Yes,Yes,No
1180 Wien--Anastasius Grün-Gasse 23/5,Yes,Yes,Yes
1010 Wien--Schubertring 6,Yes,Yes,No
1010 Wien--Parkring 12/1/8,Yes,Yes,No
1220 Wien--Donau-City-Straße 7,Yes,Yes,No
1010 Wien--Parkring 2,Yes,Yes,Yes
1130 Wien--Hietzinger Kai 5/11,Yes,Yes,No
6020 Innsbruck--Bozner Platz 4,Yes,Yes,No
1010 Wien--Kohlmarkt 8-10/Eing. Wallnerstr. 1,Yes,Yes,Yes
1010 Wien--Kohlmarkt 8-10/Eing. Wallnerstr. 1,Yes,Yes,No
5020 Salzburg--Otto Holzbauer Straße 1,Yes,No,Yes
6850 Dornbirn--Marktplatz 7,Yes,Yes,Yes
1010 Wien--Krugerstraße 17/3,Yes,Yes,Yes
1010 Wien--Sterngasse 13,Yes,Yes,Yes
1020 Wien--Aspernbrückengasse 4/8A,Yes,Yes,No
1080 Wien--Piaristengasse 19,Yes,Yes,No
1010 Wien--Volksgartenstraße 3/2,Yes,Yes,Yes
8010 Graz--Radetzkystraße 31,Yes,Yes,No
2020 Hollabrunn--Hauptplatz 5/3,Yes,Yes,No
1010 Wien--Schottenring 19,Yes,Yes,Yes
6840 Götzis--Dr.-A.-Heinzle-Straße 34,Yes,Yes,Yes
1010 Wien--Dr. Karl Lueger-Platz 5,Yes,Yes,Yes
8054 Graz--Simonygasse 22,Yes,Yes,No
1010 Wien--Kohlmarkt 5/I/3,Yes,Yes,Yes
1010 Wien--Kärntner Ring 12,Yes,Yes,Yes
1010 Wien--Führichgasse 6,Yes,Yes,No
1010 Wien--Führichgasse 6,Yes,Yes,No
1010 Wien--Führichgasse 6,Yes,Yes,No
1010 Wien--Seilerstätte 15,Yes,Yes,No
3100 St. Pölten--Rathausplatz 13/6,Yes,Yes,Yes
1010 Wien--Plankengasse 1,Yes,Yes,No
8010 Graz--Körösistraße 17/I,Yes,Yes,Yes
1010 Wien--Plankengasse 1,Yes,Yes,No
4400 Steyr--Promenade 4,Yes,Yes,Yes
1030 Wien--Ditscheinergasse 2/4,Yes,Yes,No
1020 Wien--Trabrennstraße 2B,Yes,Yes,Yes
1060 Wien--Chwallagasse 4/11,Yes,Yes,Yes
1070 Wien--Lerchenfelderstraße 39,Yes,Yes,No
5340 St. Gilgen--Schwarzenbrunnerstraße 9,Yes,Yes,No
1010 Wien--Schottenring 19,Yes,Yes,Yes
3400 Klosterneuburg--Stadtplatz 4/Top 2,Yes,Yes,Yes
1090 Wien--Währinger Straße 16/Top 14,Yes,Yes,Yes
1010 Wien--Schubertring 6,Yes,Yes,Yes
8010 Graz--Herrengasse 28,Yes,Yes,Yes
1070 Wien--Mariahilfer Straße 20,Yes,Yes,Yes
4020 Linz--Hafferlstraße 7/2. Stock,Yes,Yes,Yes
8010 Graz--Kalchberggasse 6-8,Yes,Yes,No
1010 Wien--Canovagasse 7,Yes,Yes,Yes
1010 Wien--Wipplingerstraße 13/5,Yes,Yes,No
4710 Grieskirchen--Stadtplatz 5,Yes,Yes,No
8010 Graz--Radetzkystraße 29,Yes,Yes,Yes
6850 Dornbirn--Zollgasse 4,Yes,Yes,Yes
6020 Innsbruck--Südtiroler Platz 8,Yes,Yes,Yes
6020 Innsbruck--Meinhardstraße 5a,Yes,Yes,Yes
"1010 Wien--Fleischmarkt 1, 3. Stock",Yes,Yes,Yes
6020 Innsbruck--Meinhardstraße 5a,Yes,Yes,No
1040 Wien--Möllwaldplatz 4/20,Yes,Yes,Yes
4600 Wels--Maria-Theresia-Straße 19,Yes,Yes,No
4600 Wels--Edisonstraße 1/WDZ 8,Yes,Yes,Yes
3500 Krems--Heinemannstraße 6 A/8,Yes,Yes,No
6300 Wörgl--Poststraße 3,Yes,Yes,No
3100 St. Pölten--Schulgasse 3,Yes,Yes,Yes
1010 Wien--Riemergasse 10/7,Yes,Yes,No
1010 Wien--Fleischmarkt 1,Yes,Yes,Yes
1070 Wien--Mariahilfer Straße 116,Yes,Yes,Yes
8020 Graz--Grieskai 76,Yes,Yes,Yes
8010 Graz--Brockmanngasse 63/I,Yes,Yes,Yes
8010 Graz--Schmiedgasse 2,Yes,Yes,Yes
1030 Wien--Reisnerstraße 40,Yes,Yes,Yes
1100 Wien--Wienerbergstraße 11,Yes,Yes,Yes
1010 Wien--Weihburggasse 30/3a,Yes,Yes,Yes
1100 Wien--Karl-Popper-Straße 2 (QBC 2b),Yes,Yes,No
1010 Wien--Schubertring 6,Yes,Yes,Yes
1010 Wien--Rotenturmstraße 19/1/2/33,Yes,Yes,Yes
1010 Wien--Ledererhof 2,Yes,Yes,Yes
3100 St. Pölten--Domgasse 2,Yes,Yes,No
5020 Salzburg--Imbergstraße 19,Yes,Yes,Yes
1040 Wien--Rilkeplatz 8,Yes,Yes,Yes
8010 Graz--Sackstraße 6/III,Yes,Yes,Yes
1090 Wien--Nußdorfer Straße 90/1/93,No,Yes,No
8041 Graz--Liebenauer Tangente 6,Yes,Yes,Yes
1010 Wien--Schottenring 19,Yes,Yes,Yes
5700 Zell/See--Flugplatzstraße 52,Yes,Yes,No
6370 Kitzbühel--Sterzinger Platz 1,Yes,Yes,Yes
4020 Linz--Bismarckstraße 3/3,Yes,Yes,Yes
1030 Wien--Weyrgasse 8/6,Yes,Yes,Yes
1010 Wien--Ebendorferstraße 3/18,Yes,Yes,No
1180 Wien--Aumannplatz 1/Währinger Straße 162,Yes,Yes,Yes
1010 Wien--Stadiongasse 4,Yes,Yes,No
8280 Fürstenfeld--Bismarckstraße 5,Yes,Yes,Yes
1030 Wien--Marxergasse 25/AE 4,Yes,Yes,No
4810 Gmunden--Brunnenweg 2/1,Yes,Yes,Yes
1010 Wien--Schellinggasse 3,Yes,Yes,No
5020 Salzburg--Erzabt-Klotz-Straße 8,Yes,Yes,Yes
1010 Wien--Bartensteingasse 2,Yes,Yes,Yes
8230 Hartberg--Habersdorfer Straße 1,Yes,Yes,Yes
2700 Wiener Neustadt--Brodtischgasse 28,Yes,Yes,Yes
1010 Wien--Graben 12,Yes,Yes,Yes
9900 Lienz--Beda-Weber-Gasse 1,Yes,Yes,Yes
1090 Wien--Augasse 9,Yes,Yes,No
5230 Mattighofen--Stadtplatz 6,Yes,Yes,No
1030 Wien--Rechte Bahngasse 10/19D,Yes,Yes,No
3180 Lilienfeld--Dörflstraße 2,Yes,Yes,Yes
6240 Rattenberg/Inn--Hassauerstraße 71,Yes,Yes,No
"1220 Wien--ARES Tower, Donau-City-Straße 11",Yes,Yes,Yes
6020 Innsbruck--Maria-Theresien-Straße 38,Yes,Yes,Yes
6700 Bludenz--Bahnhofstraße 8 a,Yes,Yes,No
1010 Wien--Schubertring 6,Yes,Yes,Yes
6700 Bludenz--Bahnhofstraße 8 a,Yes,Yes,No
1010 Wien--Seilergasse 16,Yes,Yes,Yes
"6900 Bregenz--""Haus am See"", Reichsstraße 5a",Yes,Yes,Yes
1220 Wien--Wagramer Straße 19/33,Yes,Yes,Yes
1010 Wien--Jasomirgottstraße 6/5,Yes,Yes,Yes
1010 Wien--Ebendorferstraße 10/6b,Yes,Yes,Yes
6850 Dornbirn--Goethestraße 5,Yes,Yes,No
5020 Salzburg--Rainbergstraße 3c,Yes,Yes,Yes
1010 Wien--Stephansplatz 8a,Yes,Yes,Yes
1010 Wien--Sterngasse 13,Yes,Yes,Yes
8600 Bruck/Mur--Roseggerstraße 16-20,Yes,Yes,Yes
6850 Dornbirn--Lustenauerstraße 64,Yes,Yes,Yes
4020 Linz--Volksfeststraße 17,Yes,Yes,No
1060 Wien--Linke Wienzeile 4/2/3,Yes,Yes,No
3250 Wieselburg--Hauptplatz 3,Yes,Yes,No
5020 Salzburg--Nonntaler Hauptstraße 44,Yes,Yes,Yes
5020 Salzburg--Dr.-Franz-Rehrl-Platz 7,Yes,Yes,Yes
4910 Ried/Innkreis--Bahnhofstraße 43/2,Yes,Yes,Yes
1010 Wien--Rabensteig 1,Yes,Yes,No
6300 Wörgl--Bahnhofstraße 38,Yes,No,Yes
1010 Wien--Wipplingerstraße 10,Yes,Yes,No
1010 Wien--Sterngasse 13,Yes,Yes,Yes
2700 Wiener Neustadt--Hauptplatz 11,Yes,Yes,Yes
1010 Wien--Bösendorferstraße 7,Yes,Yes,Yes
2700 Wiener Neustadt--Hauptplatz 11,Yes,Yes,No
1080 Wien--Schlösselgasse 16/11,Yes,Yes,Yes
2700 Wiener Neustadt--Hauptplatz 10,Yes,Yes,Yes
8010 Graz--Alberstraße 9/HP/2,Yes,Yes,Yes
1010 Wien--Oppolzergasse 6/2C,Yes,Yes,No
1070 Wien--Stiftgasse 15-17/6,Yes,Yes,No
1010 Wien--Universitätsstraße 11,Yes,Yes,Yes
1010 Wien--Tuchlauben 17,Yes,Yes,Yes
4020 Linz--Schillerstraße 12,Yes,Yes,Yes
6020 Innsbruck--Adolf-Pichler-Platz 10,Yes,Yes,Yes
8010 Graz--Glacisstraße 27/II,Yes,Yes,No
6460 Imst--Franz-Xaver-Renn-Straße 4 / Top 30,Yes,Yes,No
1010 Wien--Zelinkagasse 10,Yes,Yes,No
1200 Wien--Wallensteinplatz 6,Yes,Yes,No
1010 Wien--Jasomirgottstraße 6,Yes,Yes,Yes
1010 Wien--Johannesgasse 2/36 A,Yes,Yes,Yes
8501 Lieboch--Am Mühlbach 2,Yes,Yes,Yes
6020 Innsbruck--Anichstraße 13/IV,Yes,Yes,No
2460 Bruck/Leitha--Schlossmühlgasse 12,Yes,Yes,Yes
1080 Wien--Wickenburggasse 3/9,Yes,Yes,No
2460 Bruck/Leitha--Schlossmühlgasse 14,Yes,Yes,Yes
1010 Wien--Mahlerstraße 5,Yes,Yes,Yes
5110 Oberndorf--Gaisbergstraße 8,Yes,Yes,Yes
1180 Wien--Martinstraße 21/6,Yes,Yes,Yes
1040 Wien--Rilkeplatz 8,Yes,Yes,Yes
1010 Wien--Universitätsring 10,Yes,Yes,Yes
3100 St. Pölten--Rathausplatz 13 Top 7,Yes,Yes,Yes
8530 Deutschlandsberg--Fabrikstraße 4-6,Yes,Yes,Yes
1010 Wien--Schulerstraße 1-3/I/48,Yes,Yes,Yes
1010 Wien--Parkring 12,Yes,Yes,Yes
1040 Wien--Rechte Wienzeile 31/7,Yes,Yes,No
1010 Wien--Maysedergasse 5,Yes,Yes,No
6020 Innsbruck--Schmerlingstraße 4/2,Yes,Yes,No
4600 Wels--Bauernstraße 9/WDZ 3,Yes,Yes,No
1030 Wien--Esteplatz 5/5,Yes,Yes,No
5020 Salzburg--Paris-Lodron-Straße 3a,Yes,Yes,No
"6020 Innsbruck--Arkadenhof, Maria-Theresien-Straße 34",Yes,Yes,Yes
4020 Linz--Graben 21,Yes,Yes,No
5020 Salzburg--Aspergasse 21,Yes,No,Yes
5071 Siezenheim--Walserfeldstraße 34,Yes,Yes,No
4020 Linz--Fadingerstraße 24,Yes,Yes,Yes
