regionid,urban,gend,age,nation,edu,income_quintile,fin,emp,marital,A1,A7,politics,polid,group,LEP_accountability,LEP_bribesreq,LEP_bribesacc,ROL_abusepower_imp,CPB_freemedia,CPB_freexp_cso,CPB_freexp_pp,CPB_freexp,CPB_freeassem,PAB_blamesoc,PAB_attackopp,ROL_courtrulings_imp,ROL_indgovtbodies_imp,ROL_csoinput_imp
x001,1,1,65,1,4,3,4,6,3,2,1,2,5,BA,2,2,1,1,1,2,2,1,2,2,1,1,2,2
x001,1,1,43,1,5,3,4,1,1,1,1,1,3,BA,2,2,2,2,2,2,1,1,1,2,2,2,2,2
x001,1,1,76,1,7,3,5,6,3,2,0,1,6,BA,2,2,1,2,1,1,1,1,1,2,1,2,2,2
x001,1,1,79,1,7,5,3,6,3,1,0,1,7,BA,2,2,2,2,2,2,2,1,2,2,3,2,2,2
x001,1,1,53,1,7,2,4,1,2,4,2,4,10,BA,2,3,3,2,3,2,2,2,2,3,2,2,2,2
x001,1,1,23,1,4,NA,4,4,1,2,1,2,4,BA,NA,2,2,1,3,2,2,1,2,NA,2,1,NA,1
x001,1,2,73,1,7,1,3,6,4,1,0,2,9,BA,NA,NA,3,1,4,4,4,NA,3,1,1,NA,NA,1
x001,2,2,32,1,7,5,5,5,3,4,1,3,4,BA,2,3,2,2,2,3,2,3,2,3,3,1,1,1
x001,1,2,48,1,6,3,2,1,3,2,1,3,6,BA,2,2,2,2,2,2,2,2,2,2,2,2,3,3
x001,1,1,30,1,3,5,1,1,1,5,0,3,7,BA,2,2,2,1,3,2,2,3,2,2,2,2,3,2
x001,1,1,61,1,3,1,1,3,4,1,0,1,2,BA,4,4,4,1,3,3,1,3,3,2,2,1,1,2
x001,1,1,59,1,6,5,4,5,3,2,0,1,3,BA,3,NA,NA,1,1,1,2,1,1,2,2,2,1,2
x001,1,1,55,1,4,4,4,1,1,1,1,1,4,BA,1,2,1,2,2,2,2,2,2,2,2,2,1,2
x001,1,2,42,1,5,2,4,3,NA,4,1,2,NA,BA,1,1,1,1,NA,1,1,1,1,2,2,2,1,2
x001,1,1,63,1,4,2,4,6,5,1,0,1,3,BA,2,2,2,NA,NA,NA,NA,2,2,2,2,1,1,NA
x001,2,2,29,1,5,5,4,1,3,3,2,3,2,BA,3,2,2,2,NA,4,3,3,1,2,2,1,1,1
x001,1,1,45,1,4,5,4,1,3,4,2,2,8,BA,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA
x001,2,1,45,1,4,4,5,1,2,2,2,3,6,BA,2,2,2,1,NA,NA,NA,2,2,2,4,2,3,2
x001,1,1,45,1,3,5,5,2,3,2,2,2,9,BA,1,1,2,1,3,3,2,2,3,1,1,2,3,2
x001,1,1,31,1,7,5,5,1,2,3,1,2,2,BA,4,3,4,1,1,3,1,3,1,2,2,1,1,1
x001,1,2,59,1,7,2,4,5,3,1,NA,3,6,BA,2,2,2,1,3,2,2,2,1,1,1,1,1,2
x001,2,1,46,1,6,4,3,1,2,2,2,1,2,BA,4,3,3,1,3,2,2,2,2,2,2,1,1,2
x001,1,1,44,1,7,5,5,1,3,2,2,1,7,BA,2,2,2,1,2,2,1,2,1,2,3,2,2,NA
x001,1,1,47,1,4,1,4,1,1,1,1,3,3,BA,1,1,1,1,1,1,1,1,1,2,3,1,2,2
x001,1,1,81,1,6,4,5,6,3,2,0,1,8,BA,2,1,1,1,1,1,1,1,1,3,2,2,1,2
x001,1,1,32,1,7,2,4,1,1,1,1,3,5,BA,2,NA,NA,1,1,1,1,1,1,NA,1,1,1,2
x001,1,1,27,1,5,3,4,1,1,2,1,3,7,BA,1,1,1,2,2,1,1,2,1,2,1,2,2,3
x001,2,1,57,1,6,2,3,1,4,1,0,3,10,BA,NA,NA,NA,NA,2,NA,NA,3,NA,3,3,3,2,2
x001,2,1,52,1,3,2,4,1,1,2,2,1,3,BA,1,1,1,1,1,1,1,1,1,2,3,2,2,2
x001,2,2,20,1,5,4,5,8,1,4,2,1,7,BA,1,4,1,2,1,2,2,1,3,1,2,2,1,3
x001,1,2,31,2,4,4,4,8,3,5,2,3,NA,BA,2,2,4,1,3,3,3,3,2,3,3,1,1,1
x001,1,1,45,1,4,4,3,1,3,4,4,2,6,BA,2,3,2,3,2,3,3,3,2,4,2,NA,3,NA
x001,2,2,48,1,4,3,4,1,2,4,3,4,5,BA,2,2,3,3,3,2,2,2,1,NA,2,1,NA,NA
x001,1,2,53,1,4,3,5,1,4,1,1,3,3,BA,2,2,2,2,2,2,2,2,2,2,2,2,NA,2
x001,1,1,25,1,7,4,3,1,3,3,2,2,5,BA,2,2,2,2,3,3,3,3,3,2,4,1,1,2
x001,1,2,20,1,4,5,2,4,1,5,2,3,NA,BA,3,3,NA,1,NA,3,3,2,4,NA,2,1,2,2
x001,2,1,44,1,4,4,2,1,3,5,2,3,3,BA,2,2,2,3,3,2,2,2,2,1,2,2,3,1
x001,1,1,32,1,6,5,5,1,NA,2,2,1,NA,BA,3,2,2,1,2,2,2,1,1,2,3,2,3,3
x001,2,2,41,1,5,NA,4,1,3,4,2,1,4,BA,2,NA,NA,1,2,1,1,2,2,2,2,2,2,1
x001,1,2,22,1,5,2,5,1,1,1,1,3,4,BA,3,2,3,2,2,2,2,2,2,2,3,2,2,3
x001,1,1,32,2,7,2,2,1,3,4,2,2,5,BA,1,1,1,2,1,1,1,1,1,NA,4,2,2,1
x001,1,1,24,1,5,2,5,1,1,1,1,1,6,BA,2,2,2,2,1,1,1,1,1,3,3,2,2,2
x001,2,1,39,1,6,4,3,1,3,3,2,1,4,BA,NA,NA,NA,1,3,NA,2,2,2,2,2,1,1,1
x001,1,2,28,1,6,3,5,1,1,1,1,3,5,BA,NA,2,NA,2,3,NA,2,2,NA,NA,NA,3,NA,2
x001,1,2,57,1,3,1,1,1,1,1,1,3,NA,BA,3,NA,NA,NA,4,3,NA,3,3,NA,NA,3,NA,3
x001,2,2,39,1,5,5,4,1,3,3,2,4,4,BA,2,2,2,1,3,NA,NA,2,3,NA,NA,1,1,2
x001,1,1,81,1,5,4,3,6,3,2,0,2,4,BA,3,1,2,NA,2,2,2,2,2,NA,NA,NA,1,NA
x001,2,2,31,1,7,4,4,1,1,2,2,3,4,BA,2,2,2,1,3,2,2,2,2,2,2,1,1,1
x001,1,2,77,1,4,5,5,6,4,2,1,3,6,BA,2,2,2,2,1,1,1,1,1,2,4,1,1,1
x001,2,1,32,1,7,2,1,1,1,2,2,3,5,BA,3,3,3,3,NA,2,NA,3,2,4,2,2,3,3
x001,1,1,20,1,7,2,1,1,1,3,1,2,6,BA,3,2,NA,1,2,3,2,3,4,2,2,1,1,1
x001,1,2,47,1,7,3,2,1,4,2,2,3,5,BA,3,NA,NA,1,1,3,1,3,3,2,2,1,1,2
x001,1,1,59,1,6,3,2,1,3,5,0,1,2,BA,3,1,2,2,1,1,1,1,1,1,2,3,3,1
x001,2,1,77,1,4,NA,4,6,4,1,0,2,6,BA,2,2,2,2,1,1,1,1,1,4,3,1,1,1
x001,2,2,68,2,7,2,4,6,4,1,0,1,3,BA,2,2,2,1,3,2,2,2,2,2,2,1,1,1
x001,2,1,45,1,7,2,3,2,4,1,1,1,5,BA,NA,2,NA,1,3,3,NA,2,NA,1,2,1,3,2
x001,1,2,22,1,3,1,1,1,1,1,1,3,5,BA,3,3,3,1,4,3,3,4,1,3,NA,NA,1,1
x001,1,2,23,1,5,3,5,4,1,2,2,4,NA,BA,NA,NA,2,NA,NA,NA,NA,3,2,3,NA,2,1,3
x001,1,2,58,1,7,1,3,6,1,1,0,1,6,BA,1,2,2,1,4,3,2,4,1,1,1,1,1,1
x001,1,2,57,1,5,4,4,1,4,2,1,2,5,BA,1,1,1,2,3,3,2,2,2,2,2,2,2,2
x001,1,1,21,1,4,2,3,1,1,1,1,1,6,BA,1,1,1,1,1,1,1,1,1,3,2,1,1,1
x001,1,2,25,1,5,4,3,4,1,2,2,4,2,BA,NA,NA,NA,2,NA,2,2,2,2,2,2,3,3,2
x001,1,1,80,1,7,NA,5,6,3,2,2,1,7,BA,1,1,4,1,1,1,1,1,2,3,3,1,1,2
x001,2,2,65,1,7,1,1,6,4,2,1,3,NA,BA,3,3,3,NA,2,2,3,3,2,2,3,NA,NA,NA
x001,1,2,24,1,6,4,5,1,1,2,2,4,3,BA,2,2,2,2,1,1,1,1,1,2,2,3,3,2
x001,1,1,53,1,4,1,1,3,1,1,0,1,6,BA,2,2,2,2,2,2,2,2,2,1,1,3,3,3
x001,1,1,28,1,5,1,3,1,NA,1,1,3,8,BA,3,3,3,2,3,3,NA,3,NA,4,3,2,2,3
x001,1,2,71,1,7,2,3,6,4,1,0,1,5,BA,1,2,1,1,3,2,2,2,2,2,2,1,1,1
x001,1,2,68,1,7,1,2,6,5,1,0,3,6,BA,2,2,NA,1,3,2,2,2,3,2,2,1,1,1
x001,1,1,77,1,4,5,5,1,3,2,2,2,6,BA,2,2,2,2,2,2,2,2,2,NA,2,2,2,2
x001,1,1,37,1,4,4,5,1,2,4,2,3,6,BA,2,3,2,2,3,2,2,1,2,3,2,2,2,2
x001,1,1,59,1,7,3,3,6,4,1,0,1,5,BA,3,NA,NA,3,3,NA,2,2,3,2,1,3,3,3
x001,1,1,42,1,6,2,4,1,1,1,1,3,6,BA,2,3,3,3,2,2,1,2,1,3,2,3,2,3
x001,2,2,47,1,4,5,5,1,2,2,2,2,3,BA,2,NA,NA,1,3,NA,3,3,3,1,1,1,1,1
x001,1,1,45,1,3,3,3,1,1,1,1,2,8,BA,2,3,3,1,2,2,2,2,1,1,2,1,1,1
x001,1,1,69,1,5,3,3,6,1,1,0,1,6,BA,2,NA,2,1,1,3,1,1,2,2,2,2,2,1
x001,2,2,34,2,7,3,NA,1,2,3,2,2,5,BA,4,NA,NA,1,NA,4,4,4,4,NA,NA,1,1,1
x001,2,2,22,1,4,5,3,1,1,5,4,3,8,BA,2,2,2,1,2,2,2,2,2,NA,NA,1,1,1
x001,2,2,69,1,6,2,5,6,3,2,1,1,5,BA,2,1,1,2,2,2,2,2,3,2,1,2,2,1
x001,2,2,58,1,4,1,1,5,1,1,1,1,6,BA,2,2,2,2,2,1,1,1,1,2,4,2,3,2
x001,1,1,44,1,6,5,4,1,3,2,2,2,10,BA,2,2,3,1,3,3,3,2,2,2,2,1,1,1
x001,1,1,83,1,5,2,4,6,3,2,0,2,4,BA,NA,2,NA,2,1,2,1,2,2,3,3,1,NA,1
x001,1,2,22,1,3,2,1,1,NA,3,3,4,4,BA,2,2,NA,2,3,3,3,2,2,NA,NA,3,NA,NA
x001,1,1,32,2,7,5,5,1,3,2,2,2,6,BA,3,3,3,1,2,2,2,2,2,NA,2,1,1,2
x001,1,2,38,1,3,2,NA,1,1,1,1,4,6,BA,2,2,2,2,2,2,2,2,2,3,3,2,2,2
x001,1,2,52,2,5,5,5,1,2,2,2,2,4,BA,2,2,2,3,3,NA,2,2,2,NA,2,3,3,3
x001,2,1,34,1,7,5,3,1,2,2,2,3,7,BA,2,2,2,1,3,3,2,2,2,3,2,1,2,1
x001,1,2,24,1,5,5,4,1,1,4,3,3,4,BA,NA,2,NA,1,2,2,2,2,2,NA,NA,1,1,1
x001,1,2,41,1,7,5,5,1,3,4,2,2,3,BA,2,2,2,2,2,2,2,2,2,2,3,2,2,2
x001,1,1,33,1,4,5,3,2,2,2,2,3,7,BA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1
x001,2,1,50,1,4,4,2,1,3,4,2,2,6,BA,2,2,2,2,2,2,2,2,2,2,2,NA,2,2
x001,2,1,53,1,6,5,4,1,3,2,2,1,8,BA,2,2,1,1,3,3,3,3,3,1,2,1,1,1
x001,1,2,27,1,3,1,1,5,4,3,0,3,1,BA,2,2,3,2,3,3,3,2,3,2,NA,2,NA,1
x001,2,1,54,1,3,3,2,1,1,2,1,1,2,BA,2,2,2,2,1,1,1,1,1,2,1,1,2,2
x001,2,1,41,1,3,2,1,1,1,4,3,1,4,BA,2,2,3,3,3,2,1,3,1,1,1,2,1,1
x001,1,2,49,1,7,2,NA,5,1,1,1,2,6,BA,1,1,1,NA,NA,1,2,1,1,NA,NA,NA,NA,NA
x001,1,1,61,1,4,3,4,1,3,2,1,1,3,BA,3,3,3,1,2,1,1,1,1,2,3,1,1,1
x001,2,1,36,1,3,4,4,1,3,4,2,2,5,BA,1,2,2,1,2,2,2,1,2,3,3,1,NA,NA
x001,1,1,66,2,3,1,1,6,1,1,0,2,3,BA,2,2,4,NA,NA,2,2,2,1,3,NA,NA,NA,NA
x001,1,2,72,1,6,3,4,6,3,2,0,2,7,BA,2,NA,NA,1,2,3,2,2,3,2,2,2,2,3
x001,1,2,65,1,6,NA,4,6,3,2,0,2,6,BA,NA,1,2,1,2,2,2,2,2,2,2,3,3,2
x001,2,2,27,1,7,2,5,1,1,1,1,4,6,BA,4,NA,3,2,3,2,3,3,2,3,2,1,1,2
x001,2,1,56,1,7,5,4,1,3,3,3,1,5,BA,2,2,1,NA,3,3,2,1,3,2,2,1,2,NA
x001,1,2,39,1,7,NA,4,1,NA,2,2,3,4,BA,NA,NA,2,1,4,3,3,3,3,2,2,1,1,1
x001,1,1,47,1,4,1,4,1,1,1,1,3,5,BA,3,2,2,1,3,2,3,2,2,3,2,1,1,1
x001,1,2,30,1,6,4,3,1,1,2,2,1,1,BA,3,3,3,1,2,3,2,3,3,2,2,1,1,1
x001,1,2,37,1,3,3,4,1,3,4,2,3,6,BA,NA,NA,NA,3,3,2,3,3,3,4,3,2,2,2
x001,2,1,36,1,3,2,1,1,2,6,3,1,10,BA,3,3,3,2,3,3,3,3,3,3,3,2,2,2
x001,1,1,60,1,4,2,1,1,3,3,2,3,2,BA,4,1,2,3,1,1,1,1,1,3,3,2,2,3
x001,1,2,69,1,4,1,2,6,4,1,0,2,7,BA,3,NA,NA,1,2,2,2,2,2,2,2,2,3,2
x001,2,2,26,1,7,2,5,1,1,1,1,4,6,BA,NA,NA,NA,1,2,2,2,1,NA,NA,NA,1,NA,2
x001,2,2,35,2,7,2,4,8,3,2,1,3,3,BA,2,2,2,1,3,NA,3,2,2,NA,NA,1,1,1
x001,1,1,43,1,6,5,4,1,3,4,2,3,7,BA,2,3,2,1,4,2,3,2,2,2,1,1,1,2
x001,1,2,24,1,5,2,2,4,1,2,2,3,2,BA,3,NA,2,1,NA,2,NA,1,2,1,2,2,NA,1
x001,1,2,71,1,4,2,3,6,5,1,0,1,3,BA,3,2,2,1,2,2,1,2,2,2,2,1,2,2
x001,1,2,25,1,4,2,4,4,1,2,0,2,2,BA,2,3,2,1,4,2,2,1,4,1,3,2,2,1
x001,1,2,40,1,6,3,1,1,3,2,1,1,2,BA,3,2,2,1,3,2,2,1,1,2,2,2,2,2
x001,1,2,79,1,4,3,3,6,5,2,NA,1,4,BA,4,NA,NA,1,4,3,3,2,3,2,2,1,1,1
x001,1,1,71,1,3,3,5,6,5,1,0,3,7,BA,2,1,1,NA,2,2,1,1,2,3,1,1,2,2
x001,1,1,53,1,4,3,5,1,1,1,1,2,3,BA,2,3,3,1,3,3,2,1,2,1,2,1,1,2
x001,2,2,49,1,3,2,4,3,3,4,1,2,5,BA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1
x001,1,2,60,1,3,4,4,6,3,2,0,4,5,BA,1,1,NA,NA,2,2,2,1,1,NA,2,NA,NA,NA
x001,2,1,39,1,7,3,3,1,4,7,2,3,5,BA,2,2,2,2,2,3,3,2,2,2,3,1,NA,2
x001,1,1,55,1,4,4,4,1,3,2,2,2,3,BA,3,2,NA,1,2,2,1,1,1,2,1,2,2,2
x001,1,2,30,1,4,2,3,1,2,1,1,4,2,BA,2,3,3,1,3,NA,2,2,2,NA,NA,1,1,1
x001,1,2,22,1,7,2,1,1,3,2,2,3,5,BA,4,4,4,NA,3,3,2,3,4,3,2,1,2,3
x001,1,2,56,1,6,5,5,1,3,2,2,1,1,BA,2,2,2,2,1,1,1,1,1,1,2,2,3,2
x001,2,2,79,1,3,NA,4,6,3,2,0,3,7,BA,3,2,2,2,2,2,1,1,1,2,1,2,2,2
x001,1,2,71,1,3,2,4,5,3,2,2,4,NA,BA,2,2,2,NA,1,2,1,2,2,NA,NA,2,1,1
x001,1,1,33,1,7,2,4,1,1,1,1,1,6,BA,2,2,2,1,4,4,4,4,4,1,1,1,1,1
x001,2,1,45,1,7,4,4,1,3,4,3,4,5,BA,2,2,NA,1,4,2,2,2,2,2,NA,1,1,1
x001,1,1,35,1,3,4,4,1,2,2,2,2,10,BA,3,3,3,3,3,3,3,3,3,NA,NA,1,1,1
x001,2,2,32,1,7,3,4,1,4,2,1,4,6,BA,2,2,2,1,4,2,2,2,1,2,2,2,2,2
x001,1,1,18,1,3,5,5,1,1,4,4,2,6,BA,2,2,1,1,2,1,2,2,1,3,2,3,2,1
x001,1,2,53,1,7,4,1,5,3,3,2,2,5,BA,2,2,2,1,2,2,2,2,2,2,NA,1,2,2
x001,1,2,24,1,5,1,3,1,1,1,1,4,3,BA,NA,2,2,1,NA,2,2,2,2,2,2,2,2,3
x001,1,1,45,1,3,1,2,3,1,1,0,4,9,BA,3,3,3,1,4,1,1,1,1,4,2,1,1,1
x001,1,2,62,1,3,4,3,6,5,3,1,2,6,BA,1,1,1,1,3,2,2,2,2,1,2,2,1,1
x001,2,2,34,1,4,3,3,8,1,2,2,3,8,BA,2,2,2,2,3,3,2,2,3,2,2,2,2,2
x001,2,1,68,2,6,2,4,5,1,1,1,3,8,BA,2,1,1,1,3,3,3,3,3,2,2,2,2,2
x001,2,2,52,1,7,1,3,2,1,1,1,2,7,BA,NA,NA,NA,1,NA,3,4,4,3,4,1,1,NA,1
x001,1,1,70,1,3,2,1,NA,1,1,0,2,6,BA,NA,NA,NA,1,NA,2,2,2,2,NA,NA,NA,2,2
x001,2,2,58,1,4,3,3,1,4,1,0,2,NA,BA,3,3,3,2,2,2,2,2,2,3,2,1,2,2
x001,1,1,65,1,4,3,4,6,4,1,0,2,5,BA,1,2,1,3,1,1,1,1,1,2,1,3,3,3
x001,2,1,29,2,6,2,2,4,2,4,2,3,6,BA,NA,NA,4,NA,NA,NA,3,3,4,3,3,3,NA,NA
x001,1,1,32,1,7,2,1,1,2,5,2,4,NA,BA,4,1,4,1,4,4,4,4,4,4,4,1,1,1
x001,1,1,62,1,4,1,2,3,1,1,0,2,4,BA,2,2,2,1,2,2,1,2,2,3,2,2,1,1
x001,1,2,68,1,7,4,4,6,3,2,0,1,4,BA,1,1,1,2,2,2,2,1,2,2,1,3,3,3
x001,1,2,75,1,4,3,4,6,1,2,1,2,5,BA,2,2,2,1,2,NA,2,2,2,NA,2,1,1,1
x001,1,1,61,1,7,2,4,6,2,2,2,2,5,BA,2,2,2,2,1,1,1,1,1,1,4,2,3,2
x001,1,2,56,1,3,1,2,3,4,1,0,4,5,BA,2,2,2,3,2,2,2,2,2,2,2,3,3,3
x001,1,1,45,1,7,5,3,1,3,4,2,2,6,BA,2,2,2,3,2,2,3,2,2,2,3,2,3,2
x001,1,1,52,1,4,4,4,1,3,3,2,1,6,BA,3,NA,NA,1,2,2,2,2,2,4,4,1,NA,1
x001,1,2,67,1,7,1,4,6,1,1,0,4,5,BA,NA,NA,NA,1,NA,2,2,2,2,NA,2,1,1,NA
x001,1,1,59,1,6,4,5,1,2,1,1,2,5,BA,3,2,2,1,3,3,2,2,2,2,2,1,1,1
x001,1,2,42,1,3,4,4,1,3,5,3,2,5,BA,2,2,1,1,3,2,2,3,2,3,3,1,1,3
x001,1,2,35,1,3,3,4,5,2,4,1,3,4,BA,2,3,2,1,3,2,3,2,3,2,2,1,1,1
x001,1,2,41,1,4,2,3,1,1,2,1,3,5,BA,1,1,2,2,NA,2,2,2,1,NA,3,1,2,2
x001,1,2,37,1,7,1,5,1,1,1,1,2,6,BA,2,2,2,2,2,2,2,2,1,NA,3,2,NA,1
x001,2,1,39,1,7,5,5,1,2,4,2,1,3,BA,1,1,1,1,2,1,1,1,1,3,2,1,1,2
x001,1,2,79,1,4,2,3,6,4,1,0,3,6,BA,2,2,2,3,2,2,2,2,2,2,2,3,3,2
x001,1,1,62,1,4,4,4,6,3,2,0,1,6,BA,1,1,1,1,1,2,1,1,1,4,3,2,2,2
x001,1,2,58,1,5,3,5,1,1,1,1,1,5,BA,2,2,NA,1,4,4,2,2,2,1,2,1,1,1
x001,1,2,60,1,4,3,5,1,3,2,2,2,4,BA,2,2,2,2,2,2,2,2,2,2,2,3,2,3
x001,1,1,37,1,5,3,4,3,2,2,1,4,4,BA,3,2,NA,2,3,2,2,2,2,3,2,1,1,2
x001,2,1,66,1,4,2,4,6,1,1,0,2,7,BA,2,2,2,1,3,4,3,3,3,2,1,1,2,NA
x001,2,2,42,1,4,5,4,1,3,3,3,3,NA,BA,1,1,1,NA,NA,NA,NA,4,3,NA,NA,NA,2,NA
x001,1,2,77,1,4,4,2,6,3,2,0,3,7,BA,2,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA
x001,2,1,68,1,7,3,4,6,3,2,NA,2,5,BA,NA,NA,2,1,NA,2,1,1,2,3,3,NA,1,1
x001,1,2,54,1,4,1,4,1,1,1,1,3,4,BA,2,1,1,2,1,1,1,1,1,1,2,2,2,2
x001,2,1,33,2,2,2,NA,1,3,4,0,3,6,BA,NA,4,2,NA,2,NA,4,3,3,4,NA,2,NA,3
x001,2,1,57,1,3,1,3,6,1,1,0,1,4,BA,1,1,1,2,1,1,1,1,1,3,3,1,1,1
x001,1,1,68,1,7,3,2,6,1,1,0,1,7,BA,1,2,2,2,3,2,2,2,3,2,1,2,2,2
x001,1,1,27,2,5,3,4,1,3,2,2,2,5,BA,2,2,2,2,2,2,2,2,2,3,3,2,2,2
x001,1,1,37,1,7,3,NA,1,NA,2,2,NA,6,BA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1
x001,1,2,45,1,6,1,3,1,1,2,1,1,5,BA,2,2,NA,1,1,1,1,1,1,2,2,2,2,1
x001,1,1,67,1,6,3,4,6,3,2,1,1,4,BA,2,2,2,1,2,2,2,1,1,4,3,1,1,1
x001,1,1,22,1,4,5,4,4,1,3,2,3,6,BA,1,NA,2,1,2,1,1,1,2,3,1,3,3,3
x001,2,2,29,1,7,1,3,1,1,1,1,2,6,BA,2,NA,NA,2,NA,4,3,4,3,3,3,NA,2,NA
x001,1,1,30,2,5,2,NA,1,2,2,NA,NA,NA,BA,NA,NA,NA,2,2,3,2,2,3,NA,NA,2,NA,NA
x001,1,2,29,2,6,4,3,1,3,2,2,4,6,BA,NA,NA,NA,1,NA,NA,NA,3,3,2,2,NA,NA,NA
x001,2,2,39,1,7,5,4,1,NA,3,2,4,6,BA,2,NA,NA,2,NA,NA,3,3,2,NA,NA,3,NA,2
x001,2,2,39,1,4,1,1,3,2,2,1,1,8,BA,4,3,NA,1,4,2,3,4,4,1,1,1,1,1
x001,1,2,65,1,7,NA,1,1,5,1,1,1,10,BA,1,4,2,NA,2,2,3,3,3,NA,NA,NA,NA,NA
x001,1,2,47,1,6,4,5,1,3,4,2,2,6,BA,3,2,2,1,3,3,3,2,3,2,1,1,1,1
x001,1,1,41,1,5,NA,4,1,2,2,0,2,3,BA,3,2,2,1,NA,2,1,1,3,1,2,1,2,2
x001,2,2,60,1,5,3,5,6,3,2,1,3,5,BA,2,2,2,1,1,2,1,1,1,2,1,1,1,1
x001,1,1,55,1,5,2,NA,1,1,1,1,1,2,BA,3,3,3,1,1,1,1,1,1,2,3,2,3,3
x001,1,1,64,1,7,5,5,6,3,2,2,2,3,BA,2,2,2,2,2,2,2,2,2,2,2,2,2,2
x001,1,1,56,1,6,2,2,1,3,2,2,3,NA,BA,3,3,NA,1,4,4,4,4,4,1,1,1,2,1
x001,1,2,27,1,5,5,5,1,2,2,2,3,5,BA,2,3,NA,1,NA,2,2,1,2,3,1,1,1,2
x001,2,2,67,1,5,4,4,6,3,2,0,2,4,BA,NA,NA,2,1,2,2,1,2,1,2,1,1,NA,2
x001,1,2,55,1,4,3,5,2,5,1,1,4,5,BA,2,NA,NA,NA,2,2,2,3,2,NA,NA,2,NA,NA
x001,1,1,27,1,4,2,3,1,1,1,1,2,6,BA,1,2,2,1,4,2,2,2,1,1,1,1,1,1
x001,1,1,27,1,4,2,3,1,1,1,1,2,3,BA,4,3,NA,1,2,1,1,1,1,2,2,1,1,1
x001,1,1,30,1,6,5,4,1,2,2,2,1,3,BA,2,1,1,1,3,2,1,2,1,2,3,3,3,1
x001,1,1,57,1,7,3,4,1,3,3,1,1,4,BA,2,1,2,3,2,1,2,1,2,3,4,2,3,3
x001,1,2,30,1,6,5,5,1,2,3,2,3,7,BA,3,2,3,1,4,2,2,2,2,2,1,2,2,2
x001,1,2,32,1,7,1,3,8,1,1,0,3,5,BA,2,2,2,1,3,3,2,2,2,1,1,2,2,2
x001,1,2,32,1,6,2,5,1,3,4,2,3,6,BA,2,2,2,1,1,2,2,1,2,2,1,3,2,2
x002,1,1,45,1,6,NA,4,1,3,4,2,2,6,BA,1,1,1,1,2,1,1,1,1,3,2,2,2,2
x002,2,1,62,1,4,4,4,1,3,3,2,1,2,BA,2,2,2,1,2,2,2,2,2,4,4,1,1,1
x002,1,1,54,1,3,4,3,6,3,4,3,2,5,BA,2,1,2,2,2,3,2,NA,2,3,3,1,2,NA
x002,1,1,66,1,NA,4,3,6,3,2,0,2,5,BA,2,2,2,1,2,2,2,1,1,2,2,1,1,2
x002,1,1,68,1,7,3,3,6,1,1,0,1,6,BA,2,2,2,1,3,2,3,2,3,2,1,1,1,1
x002,2,1,67,1,3,5,5,6,4,3,3,2,3,BA,3,1,1,2,2,1,2,1,1,3,3,1,1,1
x002,1,2,65,1,6,3,5,6,1,1,0,2,7,BA,2,2,2,2,2,2,2,2,2,2,2,1,2,2
x002,2,2,66,1,3,1,3,6,4,1,1,2,6,BA,3,3,3,1,3,3,3,3,2,2,2,1,1,1
x002,2,1,50,1,7,2,2,8,1,1,0,2,5,BA,2,1,1,2,2,2,1,1,1,4,4,2,2,3
x002,1,1,37,2,NA,2,5,NA,NA,4,NA,3,NA,BA,2,2,2,NA,2,2,2,1,2,NA,3,3,3,2
x002,1,1,18,1,7,NA,NA,1,1,3,NA,3,5,BA,3,2,2,2,2,3,2,2,3,2,2,2,2,3
x002,2,1,64,1,4,2,2,6,4,1,0,1,7,BA,2,1,2,2,2,2,2,2,2,2,3,1,1,2
x002,1,2,45,1,7,2,5,1,3,3,2,3,5,BA,2,2,2,2,2,2,2,2,2,NA,NA,3,1,NA
x002,1,1,69,1,4,5,5,6,3,2,0,2,5,BA,2,2,1,1,1,1,1,1,1,3,2,1,1,1
x002,2,2,32,1,4,4,4,5,3,4,1,3,4,BA,3,NA,NA,1,2,2,2,1,1,1,2,2,2,2
x002,1,1,75,1,4,4,3,6,3,2,0,1,7,BA,1,1,1,2,2,1,1,2,1,3,2,1,1,1
x002,2,2,19,1,3,2,2,5,2,6,2,3,5,BA,3,1,4,2,3,3,1,3,4,3,3,2,2,NA
x002,1,2,19,2,7,2,3,5,1,2,2,3,3,BA,2,3,2,2,3,2,2,2,2,2,2,1,2,2
x002,2,1,79,1,7,3,5,6,3,2,0,4,4,BA,2,2,2,1,2,2,2,2,2,2,2,2,1,2
x002,2,2,64,1,4,NA,3,6,3,2,0,1,8,BA,NA,NA,NA,1,3,3,3,3,3,1,1,1,2,2
x002,1,1,76,1,7,2,4,6,3,2,0,3,6,BA,2,2,2,2,2,2,NA,2,2,2,3,2,2,2
x002,1,1,30,1,6,4,4,1,2,3,2,2,4,BA,2,2,NA,2,2,2,2,2,3,3,2,1,2,3
x002,1,2,54,1,4,4,NA,1,3,2,2,4,NA,BA,NA,NA,NA,1,2,NA,2,2,2,NA,NA,1,1,2
