regionid,urban,gend,age,nation,edu,income_quintile,fin,emp,marital,A1,A7,politics,polid,group,LEP_accountability,LEP_bribesreq,LEP_bribesacc,ROL_abusepower_imp,CPB_freemedia,CPB_freexp_cso,CPB_freexp_pp,CPB_freexp,CPB_freeassem,PAB_blamesoc,PAB_attackopp,ROL_courtrulings_imp,ROL_indgovtbodies_imp,ROL_csoinput_imp
x013,2,2,35,1,4,NA,4,5,2,6,1,3,3,BA,2,2,2,1,3,3,2,3,2,2,2,2,NA,NA
x013,2,1,52,1,3,2,4,1,4,3,NA,4,1,BA,2,1,1,2,3,3,3,3,3,2,2,1,1,1
x013,2,2,19,1,3,2,4,4,1,4,0,3,NA,BA,2,2,2,2,2,2,2,3,2,2,3,2,2,2
x013,2,2,40,1,6,5,4,1,4,3,1,3,9,BA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,NA
x013,1,1,63,1,6,2,1,6,3,2,2,1,5,BA,3,NA,NA,1,4,4,4,4,4,1,1,2,1,1
x013,1,2,70,1,7,2,4,6,5,1,1,3,6,BA,NA,NA,2,1,2,2,2,2,2,3,2,1,1,1
x013,2,2,29,1,4,3,2,5,2,4,1,3,3,BA,NA,2,2,1,4,4,4,4,NA,1,1,NA,2,1
x013,1,1,50,1,3,3,4,1,3,4,2,3,7,BA,3,2,2,1,2,2,2,2,2,3,3,1,1,3
x013,1,1,50,1,4,3,1,1,1,1,1,2,4,BA,2,NA,NA,1,3,4,4,4,4,1,1,2,1,1
x013,1,2,27,1,4,4,4,1,2,3,2,2,6,BA,2,2,2,1,2,2,2,2,2,2,2,1,1,1
x013,1,2,63,1,6,1,1,5,5,1,1,2,4,BA,4,2,3,1,4,4,4,4,4,NA,1,1,1,1
x013,2,2,73,1,3,2,4,6,5,2,1,3,NA,BA,NA,NA,NA,1,NA,NA,NA,2,2,NA,NA,1,2,2
x013,1,2,60,1,4,3,4,8,3,2,0,3,2,BA,2,2,2,1,2,2,2,2,2,NA,3,2,3,1
x013,2,2,51,1,3,1,4,1,4,3,3,4,5,BA,NA,2,2,2,3,NA,2,2,2,2,2,3,3,2
x013,2,1,43,1,4,5,4,1,3,4,2,2,7,BA,2,3,2,1,2,1,2,2,1,3,2,1,1,2
x013,1,2,62,1,4,NA,4,1,3,1,1,2,5,BA,2,2,2,NA,NA,3,NA,2,NA,NA,2,1,NA,2
x013,1,2,70,1,6,2,3,8,5,1,NA,NA,NA,BA,NA,NA,2,2,3,NA,NA,3,2,NA,NA,1,2,2
x013,1,2,56,1,4,2,1,NA,3,3,NA,NA,NA,BA,NA,4,4,NA,3,3,3,4,2,NA,2,2,2,NA
x013,1,1,70,1,6,4,5,6,3,2,0,2,8,BA,2,2,2,2,2,2,2,2,2,3,3,2,3,2
x013,2,2,40,1,6,1,4,1,3,4,1,3,5,BA,2,2,2,2,3,3,3,2,3,3,2,2,2,2
x013,1,2,47,1,3,4,4,1,3,4,2,2,5,BA,3,3,3,2,2,2,2,2,2,2,2,1,2,2
x013,2,2,48,1,4,3,3,1,5,3,3,4,2,BA,3,3,3,2,2,2,3,2,2,2,2,2,2,2
x013,1,2,68,1,2,3,4,6,3,2,0,2,6,BA,2,NA,NA,NA,2,2,2,3,2,NA,2,2,2,2
x013,1,1,18,1,4,NA,2,4,3,4,3,4,5,BA,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA
x013,1,2,73,1,4,2,2,6,5,1,NA,2,NA,BA,3,NA,NA,NA,NA,3,3,4,NA,NA,2,1,2,1
x013,1,1,55,1,4,4,4,1,3,2,2,3,6,BA,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,1
x013,1,1,39,1,4,4,4,1,2,2,2,2,NA,BA,2,2,2,1,3,NA,2,3,2,2,1,2,NA,NA
x013,1,2,49,1,3,1,4,1,4,2,0,3,5,BA,1,1,2,2,2,2,2,2,2,4,1,2,2,2
x013,1,1,37,1,3,1,1,1,1,1,NA,4,NA,BA,NA,4,4,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA
x030,1,1,25,1,5,4,3,1,3,4,2,2,6,BA,1,2,1,3,NA,2,2,1,2,4,3,3,3,3
x030,1,1,87,1,6,1,5,6,3,2,2,1,3,BA,3,2,2,2,2,2,2,2,2,4,3,1,1,1
x030,2,2,66,1,3,3,4,6,3,2,0,3,8,BA,NA,NA,NA,2,2,2,2,2,2,3,3,NA,NA,NA
x030,1,2,63,1,5,2,4,1,4,2,2,3,5,BA,2,2,2,1,2,2,2,2,2,3,3,1,1,1
x030,1,2,24,1,5,1,5,4,1,1,1,3,3,BA,2,2,2,2,2,2,1,1,2,2,NA,2,2,2
x030,1,2,77,1,5,4,5,6,3,2,0,1,7,BA,1,1,1,2,1,1,1,1,1,4,3,1,2,1
x030,1,1,50,1,5,5,4,1,2,3,2,2,3,BA,2,2,2,2,1,1,2,1,1,3,3,2,3,3
x030,1,2,38,1,6,5,5,1,3,4,2,2,6,BA,3,2,2,3,3,3,2,2,2,3,2,1,2,2
x030,1,1,59,1,7,3,4,1,4,1,1,2,4,BA,3,NA,3,NA,2,2,3,2,2,3,2,2,2,2
x030,1,1,69,1,5,3,5,6,3,2,1,2,6,BA,1,1,1,1,1,1,1,1,1,3,3,3,1,1
x030,1,2,52,1,7,3,4,1,1,1,1,3,3,BA,2,NA,2,1,NA,1,3,1,1,3,3,1,1,3
x030,1,1,72,1,7,3,4,6,3,2,0,3,4,BA,2,NA,NA,2,2,2,2,2,2,NA,NA,1,1,2
x030,1,1,33,1,4,2,3,1,1,1,0,3,7,BA,4,NA,3,1,NA,3,NA,3,3,2,2,1,2,2
x030,1,2,63,1,5,NA,NA,2,NA,2,1,NA,NA,BA,1,1,1,3,NA,1,4,1,1,4,NA,1,NA,NA
x030,1,1,70,1,3,2,3,6,1,1,0,2,7,BA,2,2,2,1,2,2,2,2,2,2,2,1,1,1
x030,1,2,18,1,4,5,4,4,1,3,2,3,4,BA,2,2,1,1,3,4,1,2,3,NA,NA,NA,2,NA
x030,1,1,73,1,6,1,4,6,1,1,0,1,1,BA,2,1,1,2,1,1,1,1,1,3,4,3,3,3
x030,1,1,48,1,6,4,1,1,4,2,1,1,7,BA,2,2,2,1,4,4,4,4,4,2,1,1,1,1
x030,1,2,51,1,7,NA,4,1,3,4,3,3,7,BA,NA,NA,NA,1,NA,2,2,2,NA,NA,NA,1,1,2
x030,1,1,22,1,2,3,4,1,2,2,2,3,8,BA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,2,2,2
x030,1,1,24,1,6,3,5,1,2,4,2,3,3,BA,2,2,3,1,2,2,1,2,1,2,2,1,1,1
x030,1,2,70,1,7,3,NA,6,4,1,0,3,8,BA,2,NA,NA,NA,2,2,2,2,NA,NA,NA,1,NA,1
x030,1,2,61,1,5,NA,4,1,1,1,1,1,7,BA,2,1,1,2,1,1,2,1,3,2,2,2,2,2
x030,1,1,70,1,4,5,5,6,3,2,0,1,9,BA,1,1,1,3,1,1,1,1,1,3,2,3,3,3
x030,1,2,32,1,3,1,3,7,1,1,0,2,2,BA,3,3,1,2,1,2,2,2,1,2,2,3,3,2
x030,1,2,67,1,7,1,4,6,1,1,0,3,6,BA,2,2,2,2,2,2,2,2,2,3,3,2,2,2
x030,1,2,25,1,7,3,4,1,2,2,2,4,5,BA,NA,NA,NA,1,NA,2,NA,2,2,NA,NA,1,1,1
x030,1,1,36,2,4,NA,4,3,3,3,2,3,7,BA,NA,2,NA,3,NA,3,NA,NA,2,2,2,2,NA,2
x030,1,1,81,1,5,3,5,6,5,1,0,2,2,BA,1,1,1,3,1,1,1,1,1,4,4,3,3,3
x030,1,2,53,1,7,3,4,1,1,1,1,3,7,BA,1,1,1,1,2,1,1,1,2,3,3,1,1,1
x030,1,2,28,1,5,3,4,1,1,1,1,2,4,BA,3,3,NA,1,1,1,1,1,2,NA,NA,1,2,2
x030,1,2,33,1,5,3,4,1,2,2,2,3,2,BA,3,NA,NA,1,2,2,NA,2,3,1,2,NA,1,1
x030,1,1,32,1,7,4,5,1,2,2,2,2,7,BA,3,3,NA,2,2,3,3,2,3,2,3,3,2,3
x030,1,1,41,NA,2,3,4,3,4,1,2,3,7,BA,3,4,3,3,3,NA,3,4,3,4,3,2,2,3
x030,1,2,58,1,6,5,4,1,3,2,2,2,6,BA,1,1,1,2,1,1,1,2,1,2,2,1,1,2
x030,1,1,67,1,5,5,5,1,3,3,1,2,9,BA,2,1,1,3,1,1,1,1,1,3,4,3,3,2
x030,1,1,23,1,5,3,2,4,1,4,2,1,9,BA,2,3,3,2,2,2,2,3,2,2,2,3,1,2
x030,1,2,67,1,7,4,5,6,3,2,1,3,7,BA,2,2,2,3,2,2,2,2,2,NA,3,NA,NA,NA
x030,1,2,48,1,5,3,4,1,1,1,1,2,10,BA,2,NA,2,1,NA,NA,4,4,4,NA,2,1,1,2
x030,1,1,68,1,2,2,4,6,4,1,0,3,9,BA,3,2,2,2,NA,2,1,1,2,2,1,1,1,3
x030,1,1,31,1,6,5,5,1,2,3,2,1,6,BA,3,3,3,2,3,3,3,3,3,4,4,2,2,2
x030,1,1,78,1,6,2,4,6,3,2,0,2,6,BA,2,2,2,2,2,1,1,1,1,4,4,3,2,3
x030,1,1,58,1,7,1,4,1,2,1,1,2,5,BA,3,2,2,2,1,1,1,1,1,2,2,2,1,2
x030,1,2,48,1,6,4,5,1,4,3,3,3,NA,BA,2,2,2,2,2,3,3,2,2,3,3,3,2,2
x030,1,1,50,1,5,5,5,1,4,3,1,1,5,BA,1,1,1,1,1,1,1,1,1,4,4,1,1,1
x030,1,2,56,1,5,5,5,1,3,2,2,3,7,BA,2,2,2,1,2,2,2,2,2,NA,NA,1,NA,2
x030,1,2,56,1,5,5,5,1,3,2,2,2,3,BA,1,1,2,3,1,1,1,1,1,4,2,2,3,2
x030,2,1,76,1,6,4,5,6,3,2,0,2,8,BA,2,1,NA,1,2,2,2,2,1,3,3,1,2,2
x030,1,1,21,1,6,5,4,1,2,3,2,1,5,BA,2,2,2,3,3,3,3,4,4,2,3,3,3,3
x030,1,2,25,1,6,4,4,4,2,2,2,2,7,BA,3,2,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA
x030,1,2,54,1,5,NA,4,1,3,4,4,3,4,BA,NA,NA,NA,1,2,2,2,2,NA,NA,NA,1,1,1
x030,1,2,32,1,5,NA,4,NA,2,2,NA,3,2,BA,4,4,4,1,NA,2,4,3,4,3,3,1,1,1
x030,1,1,65,1,6,1,3,7,1,1,0,2,5,BA,NA,3,3,NA,3,3,3,3,3,NA,NA,NA,NA,NA
x030,1,1,62,1,7,1,3,NA,1,1,1,2,2,BA,NA,2,NA,2,2,2,2,2,2,3,3,2,2,3
x030,2,2,48,1,6,4,4,1,4,2,1,4,6,BA,NA,2,2,1,3,2,1,2,1,2,2,1,1,1
x030,1,1,25,1,4,3,3,4,2,2,2,4,7,BA,1,1,1,1,1,1,2,1,1,4,NA,2,3,2
x030,2,1,49,1,5,4,4,1,1,2,1,1,7,BA,1,1,1,3,1,1,1,1,1,3,3,3,3,2
x030,1,2,22,1,5,1,4,1,1,3,2,2,9,BA,3,3,3,2,2,3,2,2,1,3,2,2,3,3
x030,1,1,58,1,3,3,4,1,1,1,1,3,6,BA,2,1,2,3,1,1,1,2,1,NA,2,3,3,3
x030,1,2,78,1,6,1,4,6,5,1,0,1,4,BA,1,1,1,3,2,2,2,1,2,4,4,3,3,3
x030,1,2,69,1,6,3,5,6,4,1,0,2,6,BA,4,3,4,1,2,2,2,2,NA,NA,NA,1,1,1
x030,1,1,30,1,6,5,1,1,3,4,2,1,10,BA,2,1,3,1,1,1,NA,1,1,3,1,1,1,2
x030,1,2,30,1,5,3,NA,NA,3,3,NA,2,NA,BA,2,2,2,NA,2,1,2,2,2,3,3,NA,NA,NA
x030,1,2,19,1,4,1,4,1,1,3,3,2,1,BA,4,4,4,1,2,2,1,NA,3,1,NA,1,1,2
x030,1,2,30,1,6,4,4,3,2,2,1,3,4,BA,1,2,2,NA,2,2,2,2,1,2,3,3,2,2
x030,1,2,46,1,5,NA,4,1,3,3,2,3,5,BA,2,2,2,2,1,1,1,1,1,3,3,3,2,2
x030,1,2,76,1,6,2,4,6,4,1,0,1,7,BA,1,1,1,3,1,1,1,1,1,1,2,3,3,2
x030,1,2,60,1,2,3,4,1,1,1,1,2,4,BA,NA,1,1,3,1,1,1,1,1,NA,NA,2,NA,3
x030,1,2,28,1,6,5,4,1,2,2,2,2,8,BA,2,2,3,2,2,3,2,2,2,3,3,2,2,2
x030,1,2,49,1,7,2,2,6,1,1,0,3,NA,BA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x030,1,1,33,1,5,3,4,1,3,3,2,1,9,BA,1,2,2,1,1,1,2,1,2,3,4,2,1,1
x030,1,2,21,1,4,2,4,4,2,2,2,3,5,BA,2,NA,2,1,3,2,2,1,2,3,3,1,3,2
x030,1,2,48,1,5,5,4,1,3,4,4,3,8,BA,2,2,2,3,2,2,2,2,2,3,3,2,2,3
x030,1,1,40,1,6,5,4,1,3,4,2,2,7,BA,1,1,1,3,1,1,1,1,1,3,2,2,2,2
x030,1,2,25,1,7,2,3,1,2,2,2,2,10,BA,2,1,2,1,2,4,4,4,4,2,NA,1,1,1
x030,1,1,35,1,5,5,5,1,2,3,2,1,6,BA,3,3,3,2,3,2,2,3,2,3,3,2,2,2
x030,1,2,57,1,6,5,5,1,3,2,2,2,1,BA,2,1,1,3,1,1,1,1,1,4,4,3,3,3
x030,1,1,33,1,6,3,5,1,1,1,1,2,4,BA,1,1,1,3,1,1,1,1,1,3,3,3,3,3
x030,1,1,24,1,5,1,NA,4,2,2,1,3,5,BA,3,NA,NA,NA,2,2,1,2,2,2,2,2,2,NA
x030,1,2,49,1,7,4,4,1,2,2,1,3,NA,BA,3,NA,NA,2,2,2,2,2,2,NA,NA,3,NA,NA
x030,1,2,41,1,7,1,NA,7,1,1,0,2,6,BA,3,3,3,NA,3,4,2,3,2,3,2,3,3,NA
x030,1,2,42,1,6,4,4,1,3,2,2,3,7,BA,3,3,3,2,3,2,2,2,2,2,2,1,2,2
x030,1,2,50,1,4,3,4,1,3,2,2,3,2,BA,2,NA,NA,2,2,1,2,2,2,NA,NA,2,NA,1
x030,1,2,21,1,5,1,4,NA,1,3,3,4,1,BA,2,1,2,NA,1,3,NA,2,1,2,3,1,NA,2
x030,1,1,39,1,4,5,5,1,3,4,2,1,NA,BA,2,2,1,3,2,2,3,2,2,NA,4,2,NA,3
x030,1,1,33,1,6,5,4,1,2,3,2,1,6,BA,3,2,2,3,2,2,2,3,2,3,2,3,3,3
x030,1,2,60,1,5,4,5,1,2,2,2,1,7,BA,2,2,2,NA,1,1,1,1,1,3,3,3,NA,3
x030,1,2,54,1,6,3,4,1,1,1,1,1,7,BA,2,1,1,3,1,2,1,1,2,4,2,3,3,2
x030,1,2,24,1,4,4,4,1,1,4,4,4,9,BA,3,3,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,2
x030,1,2,44,1,4,5,4,1,3,4,2,3,3,BA,2,2,3,2,3,2,3,2,2,NA,3,1,2,2
x030,1,2,31,1,4,4,4,1,2,2,2,4,7,BA,2,2,2,1,NA,NA,NA,NA,NA,3,NA,1,1,1
x030,1,1,80,1,NA,1,4,6,3,2,0,2,5,BA,2,2,2,1,2,2,2,2,2,3,3,1,1,2
x030,1,2,39,1,6,NA,2,3,3,3,2,1,1,BA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA
x030,1,1,47,1,7,3,3,3,1,4,1,4,NA,BA,2,2,2,NA,1,NA,1,1,1,NA,NA,1,NA,1
x030,1,2,21,1,4,2,4,1,2,2,2,3,6,BA,1,NA,NA,1,NA,3,1,1,NA,4,4,3,1,3
x030,1,1,48,1,6,4,2,1,3,4,2,2,6,BA,2,2,2,3,2,2,2,2,2,3,3,3,2,2
x030,1,1,76,1,5,2,5,6,3,2,2,2,6,BA,2,1,2,2,2,2,2,2,1,4,4,3,2,2
x030,1,2,71,1,6,NA,5,6,5,1,0,2,4,BA,1,1,1,3,NA,2,2,1,2,3,3,3,2,2
x030,1,2,44,1,5,2,3,6,4,3,0,4,8,BA,2,2,2,2,2,1,2,2,1,3,4,3,3,3
x030,1,1,71,1,7,2,4,6,1,1,0,2,7,BA,1,1,1,1,1,1,1,1,1,4,4,1,1,1
x030,1,1,60,1,4,NA,NA,1,1,1,1,2,9,BA,2,2,2,NA,2,2,2,2,2,3,3,NA,NA,2
x030,1,1,77,1,5,4,5,6,3,2,0,2,7,BA,2,2,2,2,2,2,2,2,1,3,2,1,2,2
x030,1,1,59,1,7,2,5,8,1,1,0,2,3,BA,2,2,2,2,2,2,2,2,2,3,3,2,1,1
x030,1,2,74,1,5,3,3,1,5,1,1,2,10,BA,1,1,1,3,2,1,2,1,1,NA,2,1,1,3
x030,1,2,55,1,7,4,5,1,3,5,4,2,9,BA,2,2,2,1,1,1,1,1,1,3,3,1,1,2
x030,1,2,67,1,5,1,3,6,1,1,0,1,2,BA,3,3,3,1,3,2,1,2,1,2,3,1,1,1
x030,1,2,69,1,6,3,4,1,5,1,1,1,6,BA,2,NA,NA,NA,3,2,3,2,3,NA,NA,3,2,2
x030,1,1,25,1,5,5,4,1,2,3,2,1,6,BA,3,3,3,3,4,4,3,3,4,3,3,3,2,3
x030,1,2,24,1,4,5,5,7,1,3,2,3,3,BA,2,NA,2,2,1,1,2,1,2,2,2,NA,3,3
x030,1,2,28,1,5,3,3,8,2,2,1,4,8,BA,2,2,NA,1,1,2,2,2,2,2,2,2,1,1
x030,2,1,28,1,4,NA,5,1,2,2,0,4,10,BA,NA,1,2,1,3,NA,NA,2,1,NA,3,1,1,3
x030,1,2,52,1,6,NA,4,1,3,4,2,2,5,BA,NA,NA,NA,1,3,3,3,3,NA,3,3,1,1,2
x030,1,2,69,1,7,3,3,6,3,2,1,3,5,BA,2,2,NA,NA,NA,2,2,2,2,NA,3,1,NA,2
x030,1,1,62,1,7,5,5,1,2,2,2,2,3,BA,NA,NA,NA,2,1,1,1,1,3,NA,NA,2,2,3
x030,1,2,40,1,5,3,4,6,3,4,1,4,NA,BA,3,2,2,1,2,2,1,2,1,3,3,1,1,1
x030,1,1,35,1,6,5,4,1,2,3,2,1,6,BA,2,2,3,3,3,2,3,3,2,2,2,2,2,3
x030,1,1,52,1,5,5,4,1,3,4,2,2,2,BA,2,1,1,3,1,1,1,1,1,3,3,3,3,3
x030,2,1,52,1,2,5,4,3,3,2,2,3,7,BA,2,1,4,2,1,2,1,1,1,NA,4,1,2,2
x030,1,1,44,1,6,5,4,1,3,4,2,3,7,BA,4,4,3,1,4,NA,2,3,3,2,1,1,2,1
x030,1,2,55,1,5,3,3,6,4,1,0,2,5,BA,2,3,2,1,3,3,1,1,1,4,2,2,2,2
x030,2,1,67,1,6,5,5,6,3,2,0,2,8,BA,1,1,1,2,1,1,2,1,1,2,3,3,2,2
x030,1,2,50,1,7,2,4,6,3,3,3,3,7,BA,2,2,3,1,3,2,2,2,2,2,2,1,1,2
x030,1,1,39,1,5,4,5,1,3,4,1,2,7,BA,2,2,2,3,2,2,2,2,2,2,3,3,3,3
x030,1,1,28,1,7,2,4,1,1,1,1,4,NA,BA,1,2,2,2,3,2,2,1,4,3,2,2,2,3
x030,1,2,26,1,6,3,5,1,1,1,1,2,2,BA,3,NA,NA,2,2,2,2,2,2,2,2,NA,NA,2
x030,1,2,57,1,5,4,5,1,4,1,1,3,5,BA,3,3,3,1,2,2,2,2,2,2,2,1,1,2
x030,1,1,21,1,4,3,2,3,1,2,1,3,2,BA,2,2,2,1,2,2,3,2,3,2,1,2,2,1
x030,1,1,34,1,6,5,4,1,2,3,2,1,5,BA,3,3,2,2,3,2,3,3,2,3,2,3,2,3
x030,1,2,34,1,6,NA,1,1,1,1,1,4,5,BA,2,1,3,3,1,1,NA,1,1,4,4,3,NA,3
x030,1,2,20,1,7,1,3,4,1,1,1,3,6,BA,2,2,2,3,2,2,2,2,2,3,3,2,2,2
x030,1,1,64,1,2,NA,4,6,3,2,0,4,NA,BA,1,1,4,NA,2,2,1,2,2,3,3,1,3,2
x030,1,2,23,1,4,2,3,4,2,2,2,1,5,BA,3,2,3,3,2,2,1,1,1,NA,2,2,2,2
x030,1,1,84,1,2,2,5,8,3,2,0,NA,3,BA,2,NA,2,2,NA,NA,2,NA,4,NA,NA,2,2,3
x031,1,1,39,1,7,2,2,1,3,4,1,4,5,BA,3,NA,NA,1,1,1,1,1,1,NA,1,1,NA,2
x031,2,2,19,1,4,NA,5,1,1,4,4,3,5,BA,NA,NA,2,2,3,NA,NA,NA,2,NA,NA,2,1,NA
x031,1,1,58,1,7,3,4,6,4,3,1,2,9,BA,3,2,2,NA,2,2,2,2,2,2,2,1,1,2
x031,1,1,29,1,7,3,3,1,2,3,2,3,6,BA,3,2,2,3,2,2,4,3,4,3,2,3,3,2
x031,1,2,71,1,4,3,3,6,5,1,0,2,4,BA,2,NA,NA,2,2,2,2,2,2,NA,NA,1,1,1
x031,1,2,51,1,7,2,2,8,4,2,1,3,8,BA,2,2,2,1,1,1,1,1,1,NA,NA,1,1,NA
x031,1,1,81,1,7,4,5,6,3,2,0,3,4,BA,1,1,1,2,2,2,2,1,2,4,4,3,NA,2
x031,1,2,42,1,5,5,5,1,2,2,2,3,2,BA,1,2,1,1,1,1,1,1,1,3,NA,1,1,1
x031,2,2,58,1,4,2,2,6,1,1,0,3,8,BA,3,NA,NA,2,1,1,2,1,1,3,NA,2,NA,1
x031,2,1,46,1,7,4,5,1,2,2,1,2,5,BA,2,2,1,1,2,2,2,2,2,3,2,1,1,1
x031,1,1,57,1,2,2,5,8,1,2,0,4,5,BA,1,1,1,3,1,1,1,1,1,3,1,2,2,2
x031,2,2,71,1,7,4,5,6,3,2,0,2,4,BA,1,1,1,3,1,1,1,1,1,3,2,3,3,3
x031,2,2,63,1,5,2,2,1,5,1,1,3,NA,BA,1,3,2,3,2,2,2,2,2,NA,NA,2,NA,2
x031,1,2,71,1,7,3,5,6,3,3,3,3,6,BA,3,1,2,1,1,2,3,2,3,3,2,1,2,2
x031,1,2,24,1,4,NA,4,7,2,2,1,4,NA,BA,3,4,NA,2,2,2,NA,2,NA,1,3,3,2,3
x031,2,2,27,1,5,3,4,1,1,1,1,2,4,BA,2,2,2,2,3,2,2,2,2,2,3,2,2,2
x031,1,2,53,1,4,3,3,6,3,3,2,3,5,BA,2,1,2,3,NA,3,3,3,2,NA,NA,3,NA,3
x031,2,1,28,1,4,2,2,1,2,2,NA,1,5,BA,2,4,1,NA,3,1,1,1,2,NA,NA,2,NA,NA
x031,1,1,49,1,7,2,3,1,1,1,1,3,8,BA,2,2,2,2,3,NA,2,2,2,3,2,2,2,2
x031,2,2,27,1,5,4,4,1,2,2,2,3,5,BA,1,1,1,1,1,3,3,1,1,NA,NA,1,1,1
x031,2,1,54,1,7,3,2,8,3,2,0,1,5,BA,4,4,4,1,4,4,4,4,4,1,1,1,1,1
x031,2,2,38,1,5,2,3,1,1,2,1,3,1,BA,3,2,2,3,2,2,2,2,2,NA,NA,2,NA,1
x031,2,2,65,1,7,5,5,6,3,2,1,2,6,BA,2,2,2,3,1,1,1,1,1,2,4,2,3,3
x031,1,1,25,1,5,4,5,1,2,2,NA,4,NA,BA,NA,NA,NA,NA,NA,4,3,3,1,NA,NA,NA,NA,NA
x031,2,2,50,1,5,3,4,1,3,2,1,3,5,BA,1,1,2,2,1,1,1,1,1,NA,NA,1,1,2
x031,1,1,63,1,4,5,4,1,3,2,2,2,4,BA,1,1,1,3,1,1,1,1,1,3,3,3,3,3
x031,1,2,37,1,7,3,4,1,2,2,2,3,NA,BA,3,NA,NA,1,2,2,2,2,NA,NA,2,1,2,NA
x031,1,1,72,1,4,2,4,6,3,2,0,3,7,BA,NA,2,2,1,2,2,2,2,2,NA,3,2,NA,NA
x031,1,1,53,1,5,3,4,1,2,3,2,2,3,BA,1,1,3,1,1,1,2,1,1,4,4,3,3,3
x031,2,2,53,1,5,5,4,1,3,4,4,1,7,BA,3,NA,NA,2,2,1,1,1,1,NA,1,3,NA,2
x031,1,1,43,1,7,3,2,7,3,3,1,2,2,BA,2,1,2,3,1,1,1,1,1,3,3,3,3,3
x031,1,1,60,1,7,3,3,6,3,2,1,1,7,BA,1,1,1,NA,1,1,2,1,2,NA,NA,1,1,1
x031,2,2,64,1,7,4,NA,7,3,2,0,1,7,BA,NA,2,2,2,NA,2,2,2,2,3,4,2,NA,2
x031,2,2,69,1,7,3,5,6,1,1,0,3,NA,BA,2,2,2,3,1,1,1,1,1,3,3,2,3,3
x031,2,1,45,1,6,5,2,1,3,5,2,1,9,BA,NA,3,NA,1,3,4,4,4,4,4,3,1,1,1
x031,2,2,56,1,3,4,4,1,3,2,1,3,4,BA,2,2,2,2,2,2,2,2,2,3,NA,1,2,2
x031,2,1,70,1,4,NA,5,6,2,2,1,3,4,BA,2,1,1,NA,2,1,1,1,1,4,4,3,NA,NA
x031,2,1,68,1,7,1,2,6,4,1,0,4,7,BA,2,2,2,2,2,2,2,2,2,3,3,2,2,2
x031,1,2,67,1,4,2,5,6,1,1,0,1,4,BA,1,1,1,2,1,1,1,1,1,4,2,3,3,3
x031,1,2,26,1,5,4,3,7,2,3,1,2,7,BA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,2,2,2
x031,1,2,71,1,6,3,5,6,1,1,0,2,8,BA,1,1,1,2,1,1,1,2,1,3,2,3,3,2
x031,1,2,60,1,5,5,4,8,3,2,1,2,5,BA,2,1,1,1,1,2,2,2,1,3,3,1,2,2
x031,2,1,33,1,4,3,1,1,1,2,1,2,1,BA,2,3,NA,3,4,1,3,1,2,1,4,1,1,2
x031,2,2,45,1,5,4,4,NA,2,3,2,3,2,BA,3,2,3,1,NA,1,1,1,1,2,1,1,2,1
x031,1,1,76,1,7,4,5,6,3,2,0,1,9,BA,1,1,2,3,2,1,1,1,2,3,3,3,3,3
x031,2,1,73,1,5,5,5,6,3,2,1,1,3,BA,1,1,1,3,1,1,1,1,1,4,4,3,3,3
x031,2,1,46,1,7,4,4,1,1,1,1,3,4,BA,2,NA,2,1,3,3,3,2,2,2,2,2,2,2
x031,1,2,18,1,3,1,4,4,1,6,4,3,4,BA,2,NA,3,2,2,2,2,2,2,2,NA,2,2,2
x031,2,1,64,1,7,5,4,1,3,2,2,2,3,BA,2,2,2,1,2,2,2,2,2,2,NA,1,1,1
x031,1,1,70,1,4,4,5,1,4,1,1,2,8,BA,1,1,1,3,1,NA,1,1,1,NA,4,3,2,3
x031,2,1,23,1,NA,3,5,1,2,2,2,2,5,BA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2
x031,2,1,49,1,4,3,3,7,3,2,0,2,3,BA,1,1,1,1,1,1,1,1,1,4,4,1,1,1
x031,1,2,39,1,5,3,4,3,1,1,1,4,NA,BA,4,3,3,NA,2,2,2,2,2,NA,NA,2,2,2
x031,1,2,81,1,5,2,5,6,4,1,0,2,3,BA,3,NA,NA,2,1,2,2,1,1,2,NA,2,2,2
x031,1,2,37,1,5,3,4,1,3,5,2,2,7,BA,2,2,2,2,1,1,1,1,1,3,3,3,3,3
x031,2,2,56,1,NA,2,3,6,1,1,0,2,9,BA,4,3,3,1,2,1,NA,1,1,NA,2,1,1,NA
x031,1,2,70,1,7,2,4,6,3,2,0,3,NA,BA,1,1,1,3,1,1,1,1,1,4,4,1,3,3
x031,1,1,60,1,7,3,2,1,1,1,1,2,7,BA,3,3,3,NA,NA,2,2,2,2,NA,3,NA,NA,NA
x031,1,2,84,1,7,NA,4,6,1,1,0,3,5,BA,2,NA,2,2,3,3,2,2,2,2,3,3,1,2
